epoch,train_loss,val_loss,epoch_time_seconds
1,0.16897079288959505,0.10247280448675156,80.99949932098389
2,0.0710039645433426,0.07875725875298183,73.39615845680237
3,0.06136267364025116,0.06806647280852,74.3110249042511
4,0.056632675677537915,0.06347536419828732,73.44124054908752
5,0.054159467071294785,0.0710788331925869,73.67973947525024
6,0.06032729730010033,0.0633879875143369,73.46006059646606
7,0.05764375776052475,0.05600559525191784,74.38190770149231
8,0.052767109125852585,0.04784681213398775,73.8001492023468
9,0.04875146746635437,0.046759055306514107,73.68510437011719
10,0.04830783352255821,0.04543715839584669,73.70780372619629
11,0.04697849959135056,0.04194654462238153,74.18660092353821
12,0.04516191303730011,0.04565111299355825,73.49831676483154
13,0.04624605983495712,0.04058380238711834,73.39508414268494
14,0.04495736256241798,0.04477533201376597,74.06598258018494
15,0.042259394079446795,0.039719454323252044,74.10257196426392
16,0.04115612491965294,0.03375195059925318,73.13776779174805
17,0.03940782368183136,0.03535680969556173,74.04521989822388
18,0.038021450638771055,0.033340743742883205,73.89108991622925
19,0.037195171043276784,0.031472520592312016,73.48555898666382
20,0.0372464369982481,0.03258252268036207,73.88009119033813
21,0.03799192525446415,0.031976460168759026,73.37959384918213
22,0.03716815404593945,0.030865937160948913,73.67986154556274
23,0.03976995959877968,0.0389989260584116,73.15941739082336
24,0.041454541236162185,0.038839382429917656,74.60970687866211
25,0.041077343076467515,0.037624624868234,73.98562669754028
26,0.039899166971445084,0.03780067370583614,73.76424312591553
27,0.03869322635233402,0.03378645641108354,73.59301328659058
28,0.03958332717418671,0.03306531719863415,73.20421004295349
29,0.036695104539394376,0.03141270577907562,72.91861891746521
30,0.03609563075006008,0.030202762844661873,73.2579391002655
31,0.03497217833995819,0.029534378399451573,73.07624626159668
32,0.034961800649762155,0.03004867086807887,72.6866283416748
33,0.035068529322743416,0.02813299869497617,73.92174029350281
34,0.03559447631239891,0.03282652050256729,73.98202443122864
35,0.035877376794815063,0.0347149216880401,74.08017897605896
36,0.03824278809130192,0.030345847519735496,73.72810196876526
37,0.03409056648612022,0.028664166418214638,73.80206680297852
38,0.03354676477611065,0.026874057948589325,74.14796209335327
39,0.03291788801550865,0.030441037379205227,73.96256566047668
40,0.034024164751172065,0.027653060543040436,74.13231587409973
41,0.03299604147672653,0.03122804748515288,73.6347827911377
42,0.033802211955189704,0.02925854455679655,73.76916527748108
43,0.03295188024640083,0.027985554188489914,74.43541026115417
44,0.031991024762392045,0.026942118691901367,74.27240443229675
45,0.032251498997211456,0.029321858969827492,74.46385264396667
46,0.03211386643350125,0.02585924168427785,74.21550917625427
47,0.030739536955952645,0.02647166916479667,74.27179551124573
48,0.030033925473690035,0.027000672183930874,74.25201463699341
49,0.029995443820953368,0.026658042334020138,74.21484780311584
50,0.030189886316657068,0.026924371098478634,74.01516795158386
51,0.029210276678204538,0.025348125336070854,73.74437236785889
52,0.029697390645742415,0.026313341533144314,74.24976658821106
53,0.03303231000900268,0.037655374656120934,74.33425784111023
54,0.033902088403701784,0.03392221995939811,74.56264805793762
55,0.033496273905038836,0.03433708846569061,74.63118410110474
56,0.03459905043244362,0.03241009513537089,74.1070716381073
57,0.036475613489747045,0.030206216188768547,74.77230310440063
58,0.032609840482473375,0.027712397277355194,74.1777241230011
59,0.030454923287034034,0.025973794360955555,73.8527774810791
60,0.02846645250916481,0.02526167966425419,75.3316593170166
61,0.029085330590605737,0.028334229874114197,74.14308977127075
62,0.03026016466319561,0.026897473881642025,89.2670488357544
63,0.02821757674217224,0.025840868862966698,91.78068256378174
64,0.02800971858203411,0.024518904897073906,91.39070129394531
65,0.02671538956463337,0.024400808848440647,91.64501214027405
66,0.02669273905456066,0.02506095947076877,85.5165228843689
67,0.026596307530999185,0.02513670486708482,73.83662915229797
68,0.026138511747121812,0.025025467698772747,73.45621705055237
69,0.02546899065375328,0.023039867791036766,74.04680371284485
70,0.024785360023379326,0.022518691296378773,74.56491231918335
71,0.02573056787252426,0.023754671216011047,73.95129537582397
72,0.02500032238662243,0.02350248582661152,73.69469738006592
73,0.023993044048547744,0.022058080260952313,73.45096015930176
74,0.02466863229870796,0.02406222994128863,74.03347849845886
75,0.02732750467956066,0.02623624913394451,73.7738401889801
76,0.027995909675955773,0.023580725615223248,73.97538423538208
77,0.026531868726015092,0.024498339121540386,73.58473181724548
78,0.02581947885453701,0.022146236151456833,74.08671998977661
79,0.024561923667788504,0.022351425141096115,73.08176612854004
80,0.024288266748189926,0.02122548781335354,74.15563440322876
81,0.023375202789902686,0.021171518601477146,73.38666415214539
82,0.023762821033596993,0.02075667306780815,73.65785002708435
83,0.022143342047929764,0.021313908820350964,74.47547125816345
84,0.021475758105516433,0.020023605786263943,74.08696746826172
85,0.022396497055888177,0.02490357185403506,73.87155365943909
86,0.023172205984592437,0.019134474142144125,74.29835939407349
87,0.020627508386969567,0.018958838656544685,73.90905857086182
88,0.021037143245339392,0.0188074242323637,74.28632402420044
89,0.018791894540190698,0.017392969379822414,74.12750363349915
90,0.018081675693392755,0.016458366221437853,74.49616050720215
91,0.017244948409497737,0.01621190458536148,73.60919046401978
92,0.017410019226372243,0.01609801206116875,73.78506350517273
93,0.018197243064641953,0.015921658370643854,73.27070832252502
94,0.016773747727274895,0.01568775794779261,73.23085474967957
95,0.016552971228957176,0.01495439683397611,74.17109489440918
96,0.016565627120435238,0.01764083405335744,73.79479336738586
97,0.017408816777169704,0.015752273922165234,74.22826409339905
98,0.016682368330657484,0.015687914720426004,73.01965475082397
99,0.01637145034968853,0.01595015327135722,73.54091000556946
100,0.015282252728939056,0.014573285821825266,73.75493693351746
101,0.015534847788512707,0.013998841090748707,74.24104237556458
102,0.014632293209433555,0.013583649881184101,73.40706372261047
103,0.01399957075715065,0.013286536869903406,73.9375524520874
104,0.013931281119585037,0.015032175307472547,73.397634267807
105,0.015906392447650432,0.014758747381468615,73.16812205314636
106,0.01422927062958479,0.01384610744814078,72.86684036254883
107,0.013755380101501942,0.014192844896266857,74.40775728225708
108,0.014509221576154231,0.014443960196028153,74.31139135360718
109,0.01404099002480507,0.013824818500628075,73.48854923248291
110,0.016795464120805265,0.01346010621637106,74.04686498641968
111,0.013426144495606423,0.012555436386416355,73.79961729049683
112,0.012811102159321307,0.012353435003509125,73.29541778564453
113,0.012228659130632877,0.012287265621125698,72.94175457954407
114,0.012644175738096237,0.013302734276900688,73.8194797039032
115,0.012138339132070542,0.017089704827715952,73.42619800567627
116,0.018657181523740293,0.014826256626596054,73.89436912536621
117,0.015451083444058895,0.015122302963087956,73.9602792263031
118,0.013410581350326538,0.012836038290212551,73.77963662147522
119,0.012540115900337696,0.011908599641174078,74.2234103679657
120,0.01246224820613861,0.012236545793712139,74.0259735584259
121,0.013095320165157319,0.011363807444771131,73.22257661819458
122,0.011542776711285114,0.010584277100861073,74.04267120361328
123,0.011233650557696819,0.010309116759647926,73.68057370185852
124,0.011221832931041717,0.017891108213613432,74.43539047241211
125,0.012889551632106304,0.011852914467453957,73.58678674697876
126,0.011625326238572598,0.010391346334169308,74.41140961647034
127,0.010700077265501023,0.009906348617126545,73.69125938415527
128,0.01054139219224453,0.009686339491357407,73.66461133956909
129,0.010524021200835705,0.010031304089352489,74.28295850753784
130,0.010833804309368134,0.010104884393513203,74.05932569503784
131,0.010487631261348725,0.010147928725928068,74.33228516578674
132,0.011695133708417415,0.017384137492626905,74.06036591529846
133,0.019018030874431133,0.012699213034162918,73.99351358413696
134,0.012727549783885479,0.011826498123506704,73.12451553344727
135,0.011598461270332337,0.010710359240571657,74.76923203468323
136,0.010340960472822189,0.010318578376124302,73.64829516410828
137,0.010116742681711912,0.009867147076874971,73.02387380599976
138,0.00999007947742939,0.010060574859380722,72.9549343585968
139,0.009904240556061268,0.009808209957554936,73.89913439750671
140,0.009787894058972598,0.011522207874804735,73.61159825325012
141,0.010180587954819202,0.010111111992349228,73.56605505943298
142,0.010035379007458687,0.010158515380074581,73.66902565956116
143,0.010863547138869762,0.011196134922405085,73.02790689468384
144,0.010288971699774265,0.011787073065837225,73.14526271820068
145,0.01068621188402176,0.009944700170308352,73.98402833938599
146,0.009576697293668985,0.009708273224532604,73.6604540348053
147,0.009343238156288862,0.009689013085638484,73.89641785621643
148,0.009320609252899886,0.009746781550347805,74.02481031417847
149,0.009495017062872648,0.012190498101214567,74.29400515556335
150,0.014415065459907055,0.016253755427896976,73.75283789634705
